Questions,Subject,Question,option_1,option_2,option_3,option_4,correct_answer,topic,Topic_Difficulty,student_id,quiz_attempt,score,time_taken,difficulty,recommended_next_topic
"A gas undergoes a process in which its pressure \( P \) and volume \( V \) are related as
\( \boldsymbol{V} \boldsymbol{P}^{n}= \) constant. The bulk modulus for
the gas in this process is:
A . np
B. \( p^{1 / n} \)
c. \( \frac{p}{n} \)
D. \( p^{n} \)",Physics,,,,,,,Thermodynamics,Medium,1014,8,91,51,Hard,thermodynamics
"The capacitors of three capacities are in
the ratio \( 1: 2: 3 . \) Their equivalent capacity when connected in parallel is \( \frac{60}{11} \mu F \) more
than that when connected in series. The
individual capacities are :
\( A \cdot 4,6,7 \)
B. 1,2,3
c. 2,3,4
D. 1,3,6",Physics,,,,,,,Electricity,Hard,1013,6,63,265,Medium,optics
"Longitudinal strain is calculated using the formula
A. Change in length/ original length
B. original length/change in length
c. original length \( \times \) change in length
D. original length - change in length",Physics,Longitudinal strain is calculated using the formula,Change in length/ original length,original length/change in length,original length \( \times \) change in length,original length - change in length,,Other,Unknown,1011,7,87,265,Hard,thermodynamics
"Find the velocity of the boy as seen by
bird.
A \( .-12 \hat{j} \)
в. \( 12 \hat{j} \)
\( c \cdot 12 \hat{k} \)
D. \( 10 \hat{i}-12 \hat{j} \)",Physics,,,,,,,Kinematics,Easy,1031,8,38,276,Easy,kinematics
"Explain the working of a half wave diode
rectifier.",Physics,,,,,,,Mechanics,Medium,1029,8,65,139,Medium,mechanics
"Four divers of the same weight dive from four different heights \( 10 \mathrm{m}, 9 \mathrm{m}, 12 \) \( m \) and \( 8 m \) as shown here. The diver
from which height will have the highest
kinetic energy on hitting the water below?
A . 10 meters
B. 9 meters
c. 12 meters
D. 8 meters",Physics,,,,,,,Mechanics,Medium,1099,8,48,62,Medium,mechanics
"What kind of lens would form an
inverted diminished image?",Physics,,,,,,,Optics,Easy,1047,8,72,287,Hard,thermodynamics
"A conducting rod of length \( \boldsymbol{L}=\mathbf{0 . 1 m} \) is
moving with a uniform speed \( \boldsymbol{v}= \)
\( 0.2 m / s \) on conducting rails in a
magnetic field \( B=0.5 T \) as shown. On
one side, the end of the rails is
connected to a capacitor of capacitance \( C=20 \mu F . \) Then the charges on the
capacitor plates are :
A \( \cdot q_{A}=0=q_{B} \)
B \( \cdot q_{A}=+20 \mu C \) and \( q_{B}=-20 \mu C \)
\( \mathbf{c} \cdot q_{A}=+0.2 \mu C \) and \( q_{B}=-0.2 \mu C \)
\( \mathbf{D} \cdot q_{A}=-0.2 \mu C \) and \( q_{B}=-0.2 \mu C \)",Physics,,,,,,,Kinematics,Easy,1057,5,84,164,Hard,thermodynamics
"Compute the work which must be performed (in \( K g f-m \) ) to slowly
pump water out of a hemispherical reservoir of radius \( \boldsymbol{R}=\mathbf{0 . 6 m} \)",Physics,,,,,,,Mechanics,Medium,1080,3,59,83,Medium,electricity
"A fourth charge with charge \( +3 q \) is
slowly moved in from infinity to point \( \boldsymbol{P} \)
How much work must be done in this
process?
\( A \)
в. \( \frac{3 q^{2}}{2 \pi \epsilon_{0} a} \)
c. \( \frac{3 q^{2}}{\sqrt{3} \pi \epsilon_{0} a} \)
D. \( \frac{3 q^{2}}{4 \pi \epsilon_{n}} \)",Physics,,,,,,,Mechanics,Medium,1098,5,35,219,Easy,mechanics
"Which of the following is not a vector quantity?
A. Distance
B. Displacement
c. Acceleration
D. Velocity",Physics,Which of the following is not a vector quantity?,Distance,Displacement,Acceleration,Velocity,,Kinematics,Easy,1048,3,73,131,Hard,kinematics
"A cyclic process is shown in the
figure.Work done during isobaric
expansion is:
A . 1600
B. 100
c. 400
D. 600",Physics,,,,,,,Mechanics,Medium,1077,3,20,118,Easy,mechanics
The rate of change of linear momentum of a body falling freely under gravity is equal to it's,Physics,,,,,,,Mechanics,Medium,1066,2,96,227,Hard,thermodynamics
"A sinusoidal voltage \( V=200 \sin 314 t \) is
applied to a \( 10 \Omega \) resistor. Find power dissipated as heat.
\( \mathbf{A} .500 W \)
в. \( 1000 \mathrm{W} \)
c. \( 2000 W \)
D. 3000W",Physics,,,,,,,Mechanics,Medium,1014,10,59,247,Medium,mechanics
"Which of the following statements are
true?
This question has multiple correct options
A. When the mass of a body is doubled then the momentum of a body is also doubled, provided the body maintains the same velocity.
B. We feel pain in the hand on hitting the wall, this is a consequence of Newton's third law of motion.
C. A table cloth can be pulled from a table without dislodging the dishes. This is due to inertia of rest.
D. Momentum is a vector quantity.",Physics,"Which of the following statements are
true?
This question has multiple correct options","When the mass of a body is doubled then the momentum of a body is also doubled, provided the body maintains the same velocity.","We feel pain in the hand on hitting the wall, this is a consequence of Newton's third law of motion.",A table cloth can be pulled from a table without dislodging the dishes. This is due to inertia of rest.,Momentum is a vector quantity.,,Kinematics,Easy,1050,3,87,275,Hard,kinematics
"What is the potential difference across
a 64.0 microfarad capacitor if the
charge on the positive plate is +16.0 microcoulombs?
A. \( 4.0 V \)
B. \( 0.25 V \)
\( c .1024 V \)
D. \( 2.0 V \)
E . \( 32.0 V \)",Physics,,,,,,,Electricity,Hard,1016,4,78,54,Hard,kinematics
"Fill in the blank:
Ursa Major :: Orion:
Hunter
A. Big Dipper
B. Leo Major
c. Great Bear
D. Saptarshi",Physics,"Fill in the blank:
Ursa Major :: Orion:
Hunter",Big Dipper,Leo Major,Great Bear,Saptarshi,,Other,Unknown,1065,3,69,140,Medium,optics
"A spherical mirror has radius of curvature equal to \( 50 \mathrm{cm} \). Find the value
of focal length.
\( \mathbf{A} \cdot 50 \mathrm{cm} \)
B. \( 30 \mathrm{cm} \)
\( \mathrm{c} \cdot 25 \mathrm{cm} \)
D. \( 100 \mathrm{cm} \)",Physics,,,,,,,Optics,Easy,1069,8,89,232,Hard,kinematics
"Three particles, each of mass \( m \) are
situated at the vertices of an
equilateral triangle \( A B C \) of side \( C \mathrm{cm} \)
(as shown in the figure). The moment of
inertia of the system about a line \( A x \)
perpendicular to \( A B \) and in the plane of
\( A B C, \) in \( g r a m c m^{2} \) units will be :-
\( \mathbf{A} \cdot 2 \mathrm{m} \ell^{2} \)
\( \mathbf{B} \cdot \frac{5}{4} m \ell^{2} \)
\( \mathbf{c} \cdot \frac{3}{2} m t^{2} \)
D \( \cdot \frac{3}{4} m^{2} \)",Physics,,,,,,,Mechanics,Medium,1091,2,47,269,Medium,mechanics
"A closed surface in the shape of a cube
is placed in a uniform electric field \( \boldsymbol{E} \)
along one of the sides of the cube as
shown here. The length of the side is \( l \)
The total electric flux through two
faces 1 and 2 is:
A . zero
B. \( -E l^{2} \)
\( c \cdot 2 E l^{2} \)
D. \( \frac{E l^{2}}{2} \)",Physics,,,,,,,Kinematics,Easy,1011,2,41,136,Medium,electricity
"A block of mass \( 10 ~ k g \) is held at rest
against a rough vertical wall \( [\boldsymbol{\mu}=\mathbf{0 . 5}] \)
under the action a force \( F \) as shown in
figure. The minimum value of \( \boldsymbol{F} \)
required for it is \( \left(\boldsymbol{g}=\mathbf{1 0} \boldsymbol{m} / \boldsymbol{s}^{2}\right) \)
A .162 .6
B. \( 89.7 N \)
c. \( 42.7 N \)
D. 95.2",Physics,,,,,,,Kinematics,Easy,1005,9,40,146,Medium,electricity
"The armature of de motor has \( 20 \Omega \)
resistance .It draws current of 1.5
ampere when run by 220 volts dc supply. The value of back e.m.f. induced in it will be
\( A \cdot 190 V \)
B. 150 V
c. \( 170 v \)
D. \( 120 \mathrm{V} \)",Physics,,,,,,,Electricity,Hard,1046,3,67,119,Medium,electricity
"Equation of gas in terms of pressure \( p \)
absolute temperature \( T \) and density \( d \) is :
\( \mathbf{A} \cdot \frac{p_{1}}{d_{1} T_{1}}=\frac{p_{2}}{d_{2} T_{2}} \)
В \( \cdot \frac{p_{1} T_{1}}{d_{1}}=\frac{p_{2} T_{2}}{d_{2}} \)
\( \mathbf{c} \cdot \frac{p_{1} d_{2}}{T_{2}}=\frac{p_{2} d_{1}}{T_{1}} \)
D. \( \frac{p_{1} d_{1}}{T_{1}}=\frac{p_{2} d_{2}}{T_{2}} \)",Physics,,,,,,,Thermodynamics,Medium,1001,6,95,102,Hard,thermodynamics
"A transistor has \( \beta=40 . \) A change in
base current of \( 100 \mu \) A, produces
change in collector current
A. \( 40 \times 100 m A \)
в. \( (100-40) m A \)
c. \( (100+40) m A \)
D. \( 100 / 40 m A \)",Physics,,,,,,,Electricity,Hard,1040,2,95,200,Hard,kinematics
"A person brings amass of \( 1 k g \) from
infinity to a point A Initially, the mass was at rest but it moves at a speed of \( 3 m / s \) as it reaches A. The work done by
the person on the mass is \( -5.5 J \) The
gravitational potential at \( \boldsymbol{A} \) is
A. \( -1 J / k g \)
в. \( -4.5 J / k g \)
\( \mathbf{c} .-5.5 J / k g \)
D. \( -10 J / k g \)",Physics,,,,,,,Kinematics,Easy,1004,4,77,94,Hard,thermodynamics
"A small object of mass \( m \) is attached to a light string which passes through a hollow tube. The tube is hold by one hand and the string by the other. The object is set into rotation in a circle of
radius \( R \) and velocity \( v \). The string is
then pulled down, shortening the radius of path to \( r . \) What is conserved?
A. Angular momentum
B. Linear momentum
c. Kinetic energy
D. None of these",Physics,"A small object of mass \( m \) is attached to a light string which passes through a hollow tube. The tube is hold by one hand and the string by the other. The object is set into rotation in a circle of
radius \( R \) and velocity \( v \). The string is
then pulled down, shortening the radius of path to \( r . \) What is conserved?",Angular momentum,Linear momentum,Kinetic energy,None of these,,Kinematics,Easy,1099,5,93,65,Hard,kinematics
"A body moves in a circle covers equal distance in equal intervals of time.
Which of the following remains
constant
A. Velocity
B. Acceleration
c. speed
D. Displacement",Physics,"A body moves in a circle covers equal distance in equal intervals of time.
Which of the following remains
constant",Velocity,Acceleration,speed,Displacement,,Kinematics,Easy,1094,3,60,47,Medium,optics
"At a place, the value of 'g' is less by \( 1 \% \) than its value on the surface of the Earth (Radius of Earth, \( \boldsymbol{R}=\mathbf{6 4 0 0 k m} \) ).
The place is:
A. \( 64 \mathrm{km} \) below the surface of the earth
B. \( 64 \mathrm{km} \) above the surface of the earth
c. \( 30 \mathrm{km} \) above the surface of the earth
D. 32 km below the surface of the earth",Physics,"At a place, the value of 'g' is less by \( 1 \% \) than its value on the surface of the Earth (Radius of Earth, \( \boldsymbol{R}=\mathbf{6 4 0 0 k m} \) ).
The place is:",\( 64 \mathrm{km} \) below the surface of the earth,\( 64 \mathrm{km} \) above the surface of the earth,\( 30 \mathrm{km} \) above the surface of the earth,32 km below the surface of the earth,,Other,Unknown,1046,3,41,146,Medium,optics
"A magnet of moment \( 1.2 A m^{2} \) is kept
suspended in a magnetic field of
induction \( 2 \times 10^{-6} \). The work done in
rotating it through \( 120^{\circ} \) is:
A \( \cdot 2.4 \times 10^{-6} J \)
B . \( 4.8 \times 10^{-6} J \)
c. \( 1.2 \times 10^{-6} J \)
D. \( 3.6 \times 10^{-6} J \)",Physics,,,,,,,Mechanics,Medium,1095,3,41,300,Medium,optics
"Friction is needed to produce motion or
prevent motion. Which of the following
statements suits for each application shown in fig (i) and fig (ii)? why?",Physics,,,,,,,Kinematics,Easy,1087,9,89,289,Hard,kinematics
"Two coherent sources of equal
intensities produce a maximum of 100 units. If the amplitude of one of the
sources is reduced by \( 20 \% \), then the maximum intensity produced will be:
A . 100
B. 81
c. 89
D. 60",Physics,,,,,,,Other,Unknown,1098,3,38,293,Easy,other
"A transverse sinusoidal wave moves
along a string in the positive x-direction at a speed of \( 10 \mathrm{cm} / \mathrm{s} \). The wavelength
of the wave is \( 0.5 m \) and its amplitude is
10cm. At a particular time \( t \), the snap shot of the wave is shown in figure.
The velocity of point P when its
displacement is \( 5 c m \) is
A \( \cdot \frac{\sqrt{3} \pi}{50} \hat{j} m / s \)
B. \( -\frac{\sqrt{3} \pi}{50} \hat{j} m / s \)
c. \( \frac{\sqrt{3} \pi}{50} \hat{i} m / s \)
D. \( -\frac{\sqrt{3} \pi}{50} \hat{i} m / s \)",Physics,,,,,,,Kinematics,Easy,1032,6,31,292,Easy,kinematics
"A fricionless wire \( A B \) is fixed on
sphere of radius R. A very small particle slips on the wire. The journey from \( A \) to \( B \) is performed in time
A .2 Rg \( \cos \theta \)
B. \( 2 \sqrt{R g} \cos \theta \)
\( c \cdot 2 \sqrt{\frac{R}{g}} \)
\( 0.2 \sqrt{\frac{9}{2}} \)",Physics,,,,,,,Other,Unknown,1048,5,49,71,Medium,electricity
"For n moles of gas Vander waal's equation is \( \left(\boldsymbol{P}-\frac{\boldsymbol{a}}{\boldsymbol{V}^{2}}\right)(\boldsymbol{V}-\boldsymbol{b})=\boldsymbol{n} \boldsymbol{R} \boldsymbol{T} \)
Find the dimensions of a and b, where \( \mathrm{P} \)
is gas pressure, \( V= \) volume of gas \( T= \) temperature of gas",Physics,,,,,,,Thermodynamics,Medium,1029,10,72,49,Hard,thermodynamics
"Two tiny spheres carrying charges 1.8 \( \mu C \) and \( 2.8 \mu C \) are located at \( 40 \mathrm{cm} \)
apart. The potential at the mid-point of the line joining the two charges is
A \( \cdot 3.8 \times 10^{4} v \)
B . \( 2.1 \times 10^{5} \mathrm{v} \)
c. \( 4.3 \times 10^{4} v \)
D. 3.6 \( \times 10^{5} \mathrm{v} \)",Physics,,,,,,,Electricity,Hard,1049,10,78,187,Hard,kinematics
"In a stationary wave,
A. Energy is carried away throughout the infinite medium
B. Energy is confined to a limited region of the medium.
C. Different particles in a loop have different amplitudes
D. Both (2) and (3)",Physics,"In a stationary wave,",Energy is carried away throughout the infinite medium,Energy is confined to a limited region of the medium.,Different particles in a loop have different amplitudes,Both (2) and (3),,Mechanics,Medium,1026,7,25,270,Easy,mechanics
"Four metallic plates are arranged as
shown in the figure. If \( d \) is the distance
between each plate then capacitance of
the given system between points \( A \) and
\( B \) is :
\( (\operatorname{given} \boldsymbol{d}<<\boldsymbol{A}) \)
\( \mathbf{A} \cdot \frac{\epsilon_{0} A}{d} \)
B. \( \frac{2 \epsilon_{0} A}{d} \)
c. \( \frac{3 \epsilon_{0} A}{d} \)
D. \( \frac{4 \epsilon_{0} A}{d} \)",Physics,,,,,,,Other,Unknown,1007,4,59,138,Medium,mechanics
"Liquid oxygen remains suspended between two pole forces of a magnet because it is:
A. diamagnetic
B. paramagnetic
c. ferromagnetic
D. antiferromagnetic",Physics,Liquid oxygen remains suspended between two pole forces of a magnet because it is:,diamagnetic,paramagnetic,ferromagnetic,antiferromagnetic,,Mechanics,Medium,1042,7,23,75,Easy,mechanics
"Positive slope of a velocity-time graph implies
A. accelerated motion
B. retarded motion
c. uniform motion
D. no motion",Physics,Positive slope of a velocity-time graph implies,accelerated motion,retarded motion,uniform motion,no motion,,Kinematics,Easy,1096,5,78,211,Hard,thermodynamics
Define the atomic mass unit.,Physics,,,,,,,Mechanics,Medium,1003,8,91,95,Hard,kinematics
