Questions,Subject,cleaned_question,topic,Topic_Difficulty,student_id,quiz_attempt,score,time_taken,difficulty,recommended_next_topic,question,option_1,option_2,option_3,option_4,correct_answer
"Right sequence in increasing
magnitude is:
A. decade, second, week, nanosecond
B. nanosecond, week, second, decade
c. nanosecond, second, week, decade
D. nanosecond, decade, second, week",Physics,right sequence increasing magnitude decade second week nanosecond nanosecond week second decade nanosecond second week decade nanosecond decade second week,Other,Unknown,1013,4,49,227,Medium,optics,"Right sequence in increasing
magnitude is:","decade, second, week, nanosecond","nanosecond, week, second, decade","nanosecond, second, week, decade","nanosecond, decade, second, week",
"State and explain coulomb's inverse
square law",Physics,state explain coulomb inverse square law,Other,Unknown,1086,5,50,51,Medium,optics,,,,,,
"In the nuclear reaction
\( \frac{14}{7} \boldsymbol{N}+_{2}^{4} \boldsymbol{H} e \rightarrow_{8}^{17} \boldsymbol{O}+\ldots \ldots \ldots \ldots \)
What is the missing particle?
A \( \cdot \frac{4}{2} \mathrm{He} \)
B . \( _{1}^{1} H \)
c. \( _{0}^{1} n \)
\( D \)",Physics,nuclear reaction frac147 boldsymboln_24 boldsymbolh rightarrow_817 boldsymbololdots ldots ldots ldots missing particle cdot frac42 mathrmhe _11 _01,Modern Physics,Hard,1002,8,65,168,Medium,optics,,,,,,
"The electric field in a region of space is
given by \( \boldsymbol{E}=\mathbf{5} \boldsymbol{i}+\mathbf{2} \boldsymbol{j} \boldsymbol{N} / \boldsymbol{C} . \) Determine
the electric flux due to this field
through an area \( 2 m^{2} \) lying in the \( Y Z \) plane:
A . 10
B . 20
c. \( 10 \sqrt{2} \)
(
D. \( 2 \sqrt{29} \)",Physics,electric field region space given boldsymbolemathbf5 boldsymbolimathbf2 boldsymbolj boldsymboln boldsymbolc determine electric flux due field area m2 lying plane 10 20 10 sqrt2 sqrt29,Other,Unknown,1056,8,22,145,Easy,other,,,,,,
"What is absolute refractive index?
A. Refractive index with respect to air
B. Refractive index with respect to vacuum
C. Refractive index with respect to water
D. Refractive index with respect to glass",Physics,absolute refractive index refractive index respect air refractive index respect vacuum refractive index respect water refractive index respect glass,Other,Unknown,1019,8,76,290,Hard,kinematics,What is absolute refractive index?,Refractive index with respect to air,Refractive index with respect to vacuum,Refractive index with respect to water,Refractive index with respect to glass,
"A boy is sitting on a horizontal platform in the shape of a disc at a distance of
\( 5 m \) from its center. The boy begins to
slip when the speed of wheel exceeds 10rpm. The coefficient of friction
between the boy and platform is \( (g= \)
\( \left.10 m s^{-2}\right) \)
A \( \cdot \pi^{2} / 6 \)
в. \( \pi^{2} / 18 \)
c. \( \pi / 6 \)
D. \( \pi / 2 \)",Physics,boy sitting horizontal platform shape disc distance center boy begin slip speed wheel exceeds 10rpm coefficient friction boy platform left10 s2right cdot pi2 pi2 18 pi pi,Mechanics,Medium,1010,4,42,183,Medium,optics,,,,,,
"Write down Gauss's theorem of
electrostatics. Find out intensity of the electric field at a point outside a uniformly charged thin spherical shell with its help.",Physics,write gauss theorem electrostatics find intensity electric field point outside uniformly charged thin spherical help,Kinematics,Easy,1063,2,81,228,Hard,kinematics,,,,,,
"Assertion
Kepler's second law can be understood by conservation of angular momentum principle.
Reason
Kepler's second law is related with areal
velocity which can further be proved to
be based on conservation of angular
momentum as \( (\boldsymbol{d A} / \boldsymbol{d t})=\left(\boldsymbol{r}^{2} \boldsymbol{\omega}\right) / 2 \)
A. Both Assertion and Reason are correct and Reason is the correct explanation for Assertion
B. Both Assertion and Reason are correct but Reason is not the correct explanation for Assertion
c. Assertion is correct but Reason is incorrect
D. Assertion is incorrect and Reason is correct",Physics,assertion kepler second law understood conservation angular momentum principle reason kepler second law related areal velocity proved based conservation angular momentum boldsymbold boldsymbold tleftboldsymbolr2 boldsymbolomegaright assertion reason correct reason correct explanation assertion assertion reason correct reason correct explanation assertion assertion correct reason incorrect assertion incorrect reason correct,Kinematics,Easy,1062,9,43,82,Medium,optics,"Assertion
Kepler's second law can be understood by conservation of angular momentum principle.
Reason
Kepler's second law is related with areal
velocity which can further be proved to
be based on conservation of angular
momentum as \( (\boldsymbol{d A} / \boldsymbol{d t})=\left(\boldsymbol{r}^{2} \boldsymbol{\omega}\right) / 2 \)",Both Assertion and Reason are correct and Reason is the correct explanation for Assertion,Both Assertion and Reason are correct but Reason is not the correct explanation for Assertion,Assertion is correct but Reason is incorrect,Assertion is incorrect and Reason is correct,
"Draw a plot showing the variation of (i) electric field (E) and
(ii) electric
potential (V) with the distance r due to a point charge \( Q \)",Physics,draw plot showing variation electric field ii electric potential distance due point charge,Electricity,Hard,1045,6,73,90,Hard,thermodynamics,,,,,,
"Which of the following type of radiations are radiated by on oscillating electric charge?
A. Electric
B. Magnetic
c. Thermoelectric
D. Electromagnetic",Physics,following type radiation radiated oscillating electric charge electric magnetic thermoelectric electromagnetic,Electricity,Hard,1002,9,36,40,Easy,electricity,Which of the following type of radiations are radiated by on oscillating electric charge?,Electric,Magnetic,Thermoelectric,Electromagnetic,
"The back emf in a DC motor is
maximum when
A. the motor has picked up maximum speed.
B. the motor has just started moving.
C. the speed of motor is still on increase.
D. the motor has just been switched off.",Physics,back emf dc motor maximum motor picked maximum speed motor started moving speed motor still increase motor switched,Other,Unknown,1019,1,26,35,Easy,other,"The back emf in a DC motor is
maximum when",the motor has picked up maximum speed.,the motor has just started moving.,the speed of motor is still on increase.,the motor has just been switched off.,
"Which has a greater momentum, an
elephant at rest or an ant in motion?
A. Elephant
B. Ant
c. Neither has momentum
D. Same",Physics,greater momentum elephant rest ant motion elephant ant neither momentum,Kinematics,Easy,1085,3,33,103,Easy,kinematics,"Which has a greater momentum, an
elephant at rest or an ant in motion?",Elephant,Ant,Neither has momentum,Same,
"Charges \( 1 \mu C \) are placed at each of the four corners of a square of side \( 2 \sqrt{2} m \)
The potential at the point of intersection of the diagonals is \( _{-}-_{-}-_{-}(K=9 \times \)
\( \left.\mathbf{1 0}^{\mathbf{9}} \boldsymbol{S} \boldsymbol{I} \text { unit }\right) \)
\( \mathbf{A} \cdot 18 \times 10^{3} V \)
в. \( 1800 \mathrm{V} \)
\( \mathbf{c} \cdot 18 \sqrt{2} \times 10^{3} V \)
D. None of these",Physics,charge mu placed four corner square side sqrt2 potential point intersection diagonal ___k9 time leftmathbf1 0mathbf9 boldsymbols boldsymboli text unit right mathbfa cdot 18 time 103 1800 mathrmv mathbfc cdot 18 sqrt2 time 103 none,Electricity,Hard,1036,8,97,56,Hard,thermodynamics,,,,,,
"Three point masses \( m_{1}, m_{2} \) and \( m_{3} \) are
located at the vertices of an equilateral
triangle of length \( a \). Determine the
moment of inertia of the system anout
an axis along the altitude of the triangle
passing through \( \boldsymbol{m}_{1} \)",Physics,three point mass m_1 m_2 m_3 located vertex equilateral triangle length determine moment inertia system anout axis along altitude triangle passing boldsymbolm_1,Mechanics,Medium,1071,3,84,71,Hard,thermodynamics,,,,,,
"A \( H e^{+} \) ion is in its first excited state.
Its ionization energy is?
A .6 .04 ev
B. 13.60 ev
c. 54.40 ev
D. 48.36 ev",Physics,ion first excited state ionization energy 04 ev 1360 ev 5440 ev 4836 ev,Mechanics,Medium,1078,1,27,152,Easy,mechanics,,,,,,
\( \underbrace{\left[x_{i}^{-}\right]} \),Physics,underbraceleftx_iright,Other,Unknown,1084,3,30,182,Easy,other,,,,,,
"Displacement of a particle of mass \( 2 \mathrm{kg} \) varies with time as: \( s= \)
\( \left(2 t^{2}-2 t+10\right) m . \) Find total work done
on the particle in a time interval from \( t=0 \) to \( t=2 s \)
A . 16
B. 32 J
c. 48 J
D. 96 J",Physics,displacement particle mass mathrmkg varies time left2 t22 t10right find total work done particle time interval t0 t2 16 32 48 96,Kinematics,Easy,1042,4,55,250,Medium,electricity,,,,,,
"Does the value of resistance of a
conductor depend upon the potential difference applied across it or current
passes through it?",Physics,value resistance conductor depend upon potential difference applied across current pass,Electricity,Hard,1082,2,59,221,Medium,electricity,,,,,,
"A vertical metal cylinder of radius \( 2 \mathrm{cm} \)
and length \( 2 m \) is fixed at the lower end and a load of \( 100 k g \) is put on it. Find \( (a) \)
the stress
(b) the strain and
(c) the
compression of the cylinder. Young modulus of the metal \( =2 \times 10^{11} N m^{-2} \)",Physics,vertical metal cylinder radius mathrmcm length fixed lower end load 100 put find stress strain compression cylinder young modulus metal time 1011 m2,Other,Unknown,1097,2,71,227,Hard,thermodynamics,,,,,,
"Using mass(M), length (L), time(T), and electric current(A) as fundamental
quantities, the dimensions of permittivity will be
\( \mathbf{A} \cdot\left[M L T^{-1} A^{-1}\right] \)
в. \( \left[M L T^{-2} A^{-2}\right] \)
\( \mathbf{C} \cdot\left[M^{-1} L^{-3} T^{4} A^{2}\right] \)
D・ \( \left[M^{2} L^{-2} T^{-2} A\right. \)",Physics,using massm length timet electric currenta fundamental quantity dimension permittivity mathbfa cdotleftm t1 a1right leftm t2 a2right mathbfc cdotleftm1 l3 t4 a2right leftm2 l2 t2 aright,Mechanics,Medium,1034,9,92,45,Hard,kinematics,,,,,,
"The relation \( 3 t=\sqrt{3 x}+6 \) describes
the displacement of a particle in one direction where \( x \) is in meters and \( t \) in
seconds. The displacement when velocity is zero is:
A \( .24 m \)
B. \( 12 m \)
\( c .5 m \)
D. zero",Physics,relation tsqrt3 x6 describes displacement particle one direction meter second displacement velocity zero 24 12 zero,Kinematics,Easy,1029,7,30,260,Easy,kinematics,,,,,,
"Initially 480 particles per minute are being emitted by a radioactive substance. This number reduces to 240
after 2 hours. The number of particles being emitted per minute after next 4 hour will be
A . 0
B. 60
c. 80
D. 120",Physics,initially 480 particle per minute emitted radioactive substance number reduces 240 hour number particle emitted per minute next hour 60 80 120,Other,Unknown,1027,7,25,297,Easy,other,,,,,,
"The semi-major axes of the orbits of Mercury and Mars in the astronomical units are 0.387 and 1.524
respectively. If the time period of Mercury is 0.241 year, then the time period of mars will be
A. 0.9 Year
B. 0.19 Year
c. 1.9 Year
D. 2.9 Years",Physics,semimajor ax orbit mercury mar astronomical unit 0387 1524 respectively time period mercury 0241 year time period mar 09 year 019 year 19 year 29 year,Other,Unknown,1055,2,89,194,Hard,thermodynamics,"The semi-major axes of the orbits of Mercury and Mars in the astronomical units are 0.387 and 1.524
respectively. If the time period of Mercury is 0.241 year, then the time period of mars will be",0.9 Year,0.19 Year,1.9 Year,2.9 Years,
"The lengths of two wires made of same material are \( 2 \mathrm{m} \) and \( 1 \mathrm{m} . \) Their radii are
\( 1 \mathrm{mm} \) and \( 2 \mathrm{mm} . \) The ratio of their
specific resistances is
A. 2:
B. 1: 1
\( c \cdot 4: \)
D. 8: 1",Physics,length two wire made material mathrmm mathrmm radius mathrmmm mathrmmm ratio specific resistance cdot,Electricity,Hard,1015,7,80,172,Hard,kinematics,,,,,,
"A vertical board having a rough surface is accelerated horizontally with acceleration a such that a \( 5 \mathrm{Kg} \) block
pressing against it does not fall. If \( \mu \) be
the coefficient of friction, then the
maximum acceleration of board is",Physics,vertical board rough surface accelerated horizontally acceleration mathrmkg block pressing fall mu coefficient friction maximum acceleration board,Kinematics,Easy,1020,5,66,235,Medium,mechanics,,,,,,
